Asteroids	platforms	Arcade, [[#Ports
Street Fighter Alpha	platforms	Sega Saturn
Street Fighter Alpha	platforms	Microsoft Windows
Street Fighter Alpha	platforms	CPS Changer
Street Fighter Alpha	platforms	Java ME
Street Fighter Alpha	platforms	PlayStation Network
Coborn Road railway station	platforms	2
Lords of Thunder	platforms	TurboDuo
Lords of Thunder	platforms	Sega CD
Lords of Thunder	platforms	Virtual Console
Lords of Thunder	platforms	PlayStation Network
Championship Manager 2008	platforms	Microsoft Windows
Championship Manager 2008	platforms	Mac OS X
Roogoo	platforms	Xbox 360 , Windows
N-Sub	platforms	Arcade game
N-Sub	platforms	Sega SG-1000
N-Sub	platforms	Sega SC-3000
Lionheart	platforms	Amiga
Midnight Mutants	platforms	Atari 7800
Battle of Kingdom	platforms	Game Boy
Mickey no Tokyo Disneyland Daibōken	platforms	Super Nintendo Entertainment System
Leman Street railway station	platforms	2
Bomberman Land Touch! 2	platforms	Nintendo DS
Bomberman Land	platforms	PlayStation Portable
Top Gear GT Championship	platforms	Game Boy Advance
Kawasaki Quad Bikes	platforms	Wii
Donald Duck no Mahō no Bōshi	platforms	Super Nintendo Entertainment System
Crisis in the Kremlin	platforms	MS-DOS
Myth War Online	platforms	Microsoft Windows
Otomedius	platforms	Arcade game
Otomedius	platforms	Xbox 360
Wild Metal Country	platforms	Microsoft Windows
Wild Metal Country	platforms	Dreamcast
Spore Creatures	platforms	Nintendo DS
Spore Creatures	platforms	Windows Mobile
Spore Creatures	platforms	BlackBerry
Spore Creatures	platforms	IPhone
Deadly Creatures	platforms	Wii
Spore Origins	platforms	iPhone, iPod , N-Gage, Windows Mobile, Vu
Dragonseeds	platforms	PlayStation
Guitar Hero: Aerosmith	platforms	PlayStation 2
Guitar Hero: Aerosmith	platforms	PlayStation 3
Guitar Hero: Aerosmith	platforms	Wii
Guitar Hero: Aerosmith	platforms	Xbox 360
Guitar Hero: Aerosmith	platforms	Microsoft Windows
Guitar Hero: Aerosmith	platforms	Mac OS X
Spectromancer	platforms	Microsoft Windows
Spectromancer	platforms	IOS
Pure	platforms	PlayStation 3
Pure	platforms	Microsoft Windows
Pure	platforms	Xbox 360
Pure	platforms	OnLive
Crash: Mind over Mutant	platforms	PlayStation 2
Crash: Mind over Mutant	platforms	Wii
Crash: Mind over Mutant	platforms	Xbox 360
Crash: Mind over Mutant	platforms	Nintendo DS
Crash: Mind over Mutant	platforms	PlayStation Portable
Penguin Land	platforms	Sega Master System
Morecambe Promenade railway station	platforms	4
Oldbury railway station	platforms	2
Overlord: Raising Hell	platforms	Microsoft Windows
Overlord: Raising Hell	platforms	PlayStation 3
Overlord: Raising Hell	platforms	Xbox 360
Overlord: Raising Hell	platforms	OS X
Overlord: Raising Hell	platforms	Linux
UTour Golf	platforms	SkillGround
Withernsea railway station	platforms	3
Knights in the Nightmare	platforms	Nintendo DS
Knights in the Nightmare	platforms	PlayStation Portable
The Great Tree	platforms	Personal computer
Root After and Another	platforms	Personal computer
Hollym Gate railway station	platforms	1
Osu!	platforms	Microsoft Windows
Osu!	platforms	Android
Osu!	platforms	OS X
Osu!	platforms	iOS
Osu!	platforms	Cydia
Osu!	platforms	Windows Phone
Upshift Strikeracer	platforms	Microsoft Windows
BlazBlue: Calamity Trigger	platforms	Arcade game
BlazBlue: Calamity Trigger	platforms	PlayStation 3
BlazBlue: Calamity Trigger	platforms	PlayStation Portable
BlazBlue: Calamity Trigger	platforms	Xbox 360
BlazBlue: Calamity Trigger	platforms	Microsoft Windows
Don King Presents: Prizefighter	platforms	Xbox 360
Don King Presents: Prizefighter	platforms	Nintendo DS
Don King Presents: Prizefighter	platforms	Nintendo WII
PixelJunk Eden	platforms	PlayStation 3
PixelJunk Eden	platforms	Microsoft Windows
Magic: The Gathering – Duels of the Planeswalkers	platforms	Microsoft Windows, Xbox 360 , PlayStation 3
Patrington railway station	platforms	2
Afro Samurai	platforms	PlayStation 3
Afro Samurai	platforms	Xbox 360
Fable II Pub Games	platforms	Xbox 360
West Meon railway station	platforms	Two
Tigerz	platforms	Nintendo DS
Droxford railway station	platforms	Two
Little Gamers	platforms	Xbox 360
Go! Go! Break Steady	platforms	Xbox 360
Defense Grid: The Awakening	platforms	Microsoft Windows
Defense Grid: The Awakening	platforms	Xbox 360
Defense Grid: The Awakening	platforms	OS X
NCAA Football 09	platforms	Xbox 360
NCAA Football 09	platforms	PlayStation 3
NCAA Football 09	platforms	PlayStation Portable
NCAA Football 09	platforms	PlayStation 2
NCAA Football 09	platforms	Wii
The Dishwasher: Dead Samurai	platforms	Xbox 360
Winestead railway station	platforms	1
Chrono Resurrection	platforms	Nintendo 64
Chrono Resurrection	platforms	Microsoft Windows
Chrono Resurrection	platforms	Nintendo GameCube
Chrono Resurrection	platforms	Xbox
Portal 2	platforms	Microsoft Windows
Portal 2	platforms	OS X
Portal 2	platforms	Linux
Portal 2	platforms	PlayStation 3
Portal 2	platforms	Xbox 360
Strider	platforms	Nintendo Entertainment System
Final Fantasy VII	platforms	Nintendo Entertainment System
Time Slip	platforms	Super Nintendo Entertainment System
Vic Viper	platforms	Arcade game
Killer	platforms	Microsoft Windows
Southwater railway station	platforms	2
West Grinstead railway station	platforms	2
Henfield railway station	platforms	2
Partridge Green railway station	platforms	2
Steyning railway station	platforms	2
Bramber railway station	platforms	2
Ottringham railway station	platforms	2
Space Invaders Extreme	platforms	Nintendo DS
Space Invaders Extreme	platforms	PlayStation Portable
Space Invaders Extreme	platforms	Xbox Live Arcade
Genewars	platforms	Microsoft Windows
Genewars	platforms	DOS
Keyingham railway station	platforms	2
Rye Hill and Burstwick railway station	platforms	2
Operation Wolf 3	platforms	Arcade game
Neo Bomberman	platforms	Neo Geo
The Idolmaster Live For You!	platforms	Xbox 360
Super Robot Wars R	platforms	Game Boy Advance
Star Soldier R	platforms	WiiWare
Robot City	platforms	Personal Computer
SimCity Creator	platforms	Wii
Shotest Shogi	platforms	PC, Xbox 360
Ravenskull	platforms	BBC Micro
Ravenskull	platforms	Acorn Electron
Ravenskull	platforms	Acorn Archimedes
Ravenskull	platforms	Risc PC
Ravenskull	platforms	Microsoft Windows
Hedon railway station	platforms	1
Jumper: Griffin's Story	platforms	PlayStation 2
Jumper: Griffin's Story	platforms	Wii
Jumper: Griffin's Story	platforms	Xbox 360
Bug Too!	platforms	Sega Saturn
Bug Too!	platforms	Microsoft Windows
Hedon Racecourse railway station	platforms	2
Hot Pixel	platforms	PlayStation Portable
Marfleet railway station	platforms	2
Dark Sun Online: Crimson Sands	platforms	Windows 95
The Truth About 9th Company	platforms	Microsoft Windows
Major League Baseball 2K8 Fantasy All-Stars	platforms	Nintendo DS
NFL Head Coach 09	platforms	PlayStation 3
NFL Head Coach 09	platforms	Xbox 360
Shottle railway station	platforms	1
Legions: Overdrive	platforms	Microsoft Windows
UEFA Euro 2008	platforms	Microsoft Windows
UEFA Euro 2008	platforms	PlayStation 2
UEFA Euro 2008	platforms	PlayStation 3
UEFA Euro 2008	platforms	PlayStation Portable
UEFA Euro 2008	platforms	Xbox 360
UEFA Euro 2008	platforms	Java ME
Fairway Solitaire	platforms	Windows, iOS, Android, Amazon Kindle, Windows Phone
L.A. SWAT	platforms	Amstrad CPC
L.A. SWAT	platforms	Commodore 64
L.A. SWAT	platforms	Atari 8-bit family
L.A. SWAT	platforms	ZX Spectrum
Panther	platforms	C64, ZX Spectrum, Atari 800XL/130XE
Ultimate Band	platforms	Nintendo DS
Ultimate Band	platforms	Wii
Pajama Sam: No Need to Hide When It's Dark Outside	platforms	Microsoft Windows
Pajama Sam: No Need to Hide When It's Dark Outside	platforms	Classic Mac OS
Pajama Sam: No Need to Hide When It's Dark Outside	platforms	Wii
Pajama Sam: No Need to Hide When It's Dark Outside	platforms	IOS
Pajama Sam: No Need to Hide When It's Dark Outside	platforms	Linux
Pajama Sam: No Need to Hide When It's Dark Outside	platforms	Steam
Silent Hunter 4: Wolves of the Pacific U-Boat Missions	platforms	Microsoft Windows
NBA Give 'n Go	platforms	Super Nintendo Entertainment System
SeaQuest DSV	platforms	Super Nintendo Entertainment System
SeaQuest DSV	platforms	Sega Genesis
Dragon Tamer Sound Spirit	platforms	Nintendo DS
Riana Rouge	platforms	Windows 95
Riana Rouge	platforms	Mac OS
Kineton railway station	platforms	2
X-Blades	platforms	PlayStation 3
X-Blades	platforms	Microsoft Windows
X-Blades	platforms	Xbox 360
Roffey Road Halt railway station	platforms	2
Llanwern railway station	platforms	2
Earthrise	platforms	Microsoft Windows
Stranger	platforms	Microsoft Windows
KAtomic	platforms	Cross-platform
Broad Clyst railway station	platforms	2
Acrow Halt railway station	platforms	1
Ashdon Halt railway station	platforms	1
Moero 6!! Shin Moero!! Pro Yakyuu	platforms	Nintendo Entertainment System
Moero 7!! Juudou Warriors	platforms	Nintendo Entertainment System
Bases Loaded '96: Double Header	platforms	PlayStation
Bases Loaded '96: Double Header	platforms	Sega Saturn
ESPN Extreme Games	platforms	PlayStation
ESPN Extreme Games	platforms	MS-DOS
Adventure Rock	platforms	Personal computer
Armalyte	platforms	Commodore 64
Armalyte	platforms	Amiga
Armalyte	platforms	Atari ST
Call for Heroes: Pompolic Wars	platforms	Wii
Call for Heroes: Pompolic Wars	platforms	Personal computer
Captain Tsubasa J: Get In The Tomorrow	platforms	PlayStation
LIT	platforms	Wii \niOS
Primeval Hunt	platforms	Arcade game
Padstow	platforms	1
Classic British Motor Racing	platforms	Wii
Classic British Motor Racing	platforms	PlayStation 2
Classic British Motor Racing	platforms	Personal computer
Rig Racer 2	platforms	Wii
Rig Racer 2	platforms	PlayStation 2
Rig Racer 2	platforms	Personal computer
Defend Your Castle	platforms	Internet game, Wii , iOS
Bangai-O Spirits	platforms	Nintendo DS
Premier Manager 3	platforms	Commodore Amiga
Premier Manager 3	platforms	DOS
I Wanna Be the Guy	platforms	Microsoft Windows
X-Men: Mutant Wars	platforms	Game Boy Color
Premier Manager 2	platforms	Commodore Amiga
Premier Manager 2	platforms	Atari ST
Premier Manager 2	platforms	DOS
Who Framed Roger Rabbit	platforms	DOS
Who Framed Roger Rabbit	platforms	Amiga
Who Framed Roger Rabbit	platforms	Atari ST
Who Framed Roger Rabbit	platforms	Apple II
Who Framed Roger Rabbit	platforms	Commodore 64
Assault Heroes 2	platforms	Xbox 360
Assault Heroes 2	platforms	Cloud
Blobbies Wars	platforms	Windows, Xbox 360
Twin Eagle	platforms	Arcade game
Twin Eagle	platforms	Nintendo Entertainment System
The Unsolved	platforms	Sega Saturn
The Unsolved	platforms	PlayStation
Golf Club Halt railway station	platforms	1
Iron Chef America: Supreme Cuisine	platforms	Nintendo DS
Iron Chef America: Supreme Cuisine	platforms	Wii
DoReMi Fantasy	platforms	Super Nintendo Entertainment System
Scivelation	platforms	Microsoft Windows
Scivelation	platforms	PlayStation 4
Scivelation	platforms	Xbox One
Wakfu	platforms	Linux
Wakfu	platforms	Mac OS X
Wakfu	platforms	Microsoft Windows
Dangerous Dave in the Haunted Mansion	platforms	DOS
Dangerous Dave in the Haunted Mansion	platforms	Mobile Phones
Novastrike	platforms	PlayStation 3
Anima	platforms	Wii
Anima	platforms	Microsoft Windows
Anima	platforms	OS X
Anima	platforms	PlayStation 4
Anima	platforms	Xbox One
BioShock 2	platforms	Microsoft Windows
BioShock 2	platforms	PlayStation 3
BioShock 2	platforms	PlayStation 4
BioShock 2	platforms	Xbox 360
BioShock 2	platforms	Xbox One
BioShock 2	platforms	OS X
Dogfight	platforms	Apple II
SGI Dogfight	platforms	Silicon Graphics
Eschalon: Book II	platforms	Microsoft Windows
Eschalon: Book II	platforms	Mac OS X
Eschalon: Book II	platforms	Linux
Eschalon: Book II	platforms	Cloud computing
Brothers in Arms	platforms	N-Gage
Derek Jeter Pro Baseball 2008	platforms	Mobile gaming
Brothers in Arms: Art of War	platforms	Java Platform, Micro Edition
Curse of the Pharaoh: The Quest for Nefertiti	platforms	Windows XP
Curse of the Pharaoh: The Quest for Nefertiti	platforms	Windows Vista
Hockerill Halt railway station	platforms	1
Stane Street Halt railway station	platforms	1
Takeley railway station	platforms	1
Bude railway station	platforms	2
Gone Fishin'	platforms	DOS
Dudding Hill railway station	platforms	2
1942: Joint Strike	platforms	Xbox 360
1942: Joint Strike	platforms	PlayStation 3
Ripple Island	platforms	Nintendo Entertainment System
Ripple Island	platforms	PlayStation
Ripple Island	platforms	Mobile game
Valkyrie Profile: Covenant of the Plume	platforms	Nintendo DS
Exanimus	platforms	Microsoft Windows
Newport Dock Street railway station	platforms	?
Newport Courtybella railway station	platforms	?
Newport Mill Street railway station	platforms	2
Hero Senki: Project Olympus	platforms	Super Nintendo Entertainment System
Tōkaidō Gojūsan-tsugi	platforms	Nintendo Entertainment System
Tōkaidō Gojūsan-tsugi	platforms	Virtual Console
Trip World	platforms	Game Boy
Mr. Driller Online	platforms	Xbox 360
World Series of Poker: Pro Challenge	platforms	Mobile game
World Series of Poker: Pro Challenge	platforms	N-Gage 2.0
Turmoil	platforms	ZX Spectrum
Turmoil	platforms	MSX
Dirk Dagger and the Fallen Idol	platforms	N-Gage 2.0
Bomberman Blast	platforms	Wii
Bomberman Blast	platforms	WiiWare
Matt Hayes Fishing	platforms	Microsoft Windows
Lydd Town railway station	platforms	2
Brookland Halt railway station	platforms	2
Collins Green railway station	platforms	2
Duel Love	platforms	Nintendo DS
F1 Grand Prix: Nakajima Satoru	platforms	Sega Genesis
Warriors Orochi 2	platforms	PlayStation 2
Warriors Orochi 2	platforms	Xbox 360
Warriors Orochi 2	platforms	PlayStation Portable
Beyond the Red Line	platforms	Microsoft Windows
Beyond the Red Line	platforms	Linux
Beyond the Red Line	platforms	Mac OS X
Godzilla: Monster War	platforms	Super Nintendo Entertainment System
Colnbrook railway station	platforms	2
Premier Manager	platforms	Commodore Amiga
Premier Manager	platforms	Atari ST
Premier Manager	platforms	DOS
Premier Manager	platforms	Sega Mega Drive
Gravesend West railway station	platforms	2
Poyle Halt railway station	platforms	1
The Lord of the Rings Online: Mines of Moria	platforms	Microsoft Windows
F1 Circus	platforms	Nintendo Entertainment System
F1 Circus	platforms	PC-Engine
Dokapon MillenniumQuest	platforms	Game Boy Color
Big Beach Sports	platforms	Wii
Camden Road	platforms	4
F-117A Stealth Fighter	platforms	Nintendo Entertainment System
Mass Effect 2	platforms	Microsoft Windows
Mass Effect 2	platforms	Xbox 360
Mass Effect 2	platforms	PlayStation 3
Wii Freeloader	platforms	Wii
Race America	platforms	Nintendo Entertainment System
TiQal	platforms	Xbox Live Arcade
TiQal	platforms	Microsoft Windows
Ah Eikou No Koshien	platforms	Arcade game
Harlesden	platforms	2
Wits and Wagers	platforms	Xbox 360
Daikaijū no Gyakushū	platforms	Arcade Game
Gemsweeper	platforms	Microsoft Windows
Cabela's Big Game Hunter	platforms	PlayStation 2
Cabela's Big Game Hunter	platforms	Wii
Cabela's Big Game Hunter	platforms	Xbox 360
Cabela's Big Game Hunter	platforms	PlayStation Portable
Cabela's Big Game Hunter	platforms	PlayStation 3
Gothic II: Night of the Raven	platforms	Microsoft Windows
Star Wars: Return of the Jedi	platforms	Arcade game
Star Wars: Return of the Jedi	platforms	Amiga
Star Wars: Return of the Jedi	platforms	Amstrad CPC
Star Wars: Return of the Jedi	platforms	Atari ST
Star Wars: Return of the Jedi	platforms	Commodore 64
Star Wars: Return of the Jedi	platforms	BBC Micro
Star Wars: Return of the Jedi	platforms	ZX Spectrum
Addingham railway station	platforms	2
Cowley railway station	platforms	2
Norwich Victoria railway station	platforms	2
Ninja Commando	platforms	Arcade game
Ninja Commando	platforms	Neo Geo
Ninja Commando	platforms	Neo Geo CD
Ninja Commando	platforms	PlayStation 2
Plobb!	platforms	Windows 98/ME/2000/Vista/7;
Plobb!	platforms	Mac OS X
Rohan: Blood Feud	platforms	Microsoft Windows
Rylstone railway station	platforms	1
Agent X	platforms	ZX Spectrum
Foulridge railway station	platforms	2
Shin Megami Tensei: Persona 4	platforms	PlayStation 2
Shin Megami Tensei: Persona 4	platforms	PlayStation Vita
Earby railway station	platforms	3
Thornton-in-Craven railway station	platforms	2
Elslack railway station	platforms	2
Blue Hawk	platforms	Arcade Game
Norwich City railway station	platforms	4
Hellesdon railway station	platforms	2
We Ski	platforms	Wii
Attack of the Killer Tomatoes	platforms	Sinclair Spectrum, Amstrad CPC and MSX
Saboteur II: Avenging Angel	platforms	Amstrad CPC
Saboteur II: Avenging Angel	platforms	DOS
Saboteur II: Avenging Angel	platforms	Commodore 64
Saboteur II: Avenging Angel	platforms	ZX Spectrum
Hare Park & Crofton railway station	platforms	2
Valley of the Minotaur	platforms	Apple II series, Commodore 64, Commodore PET, Commodore VIC-20
Full Throttle	platforms	Sinclair Spectrum and MSX
Outtrigger	platforms	Video arcade
Outtrigger	platforms	Dreamcast
Rugrats: All Growed-Up	platforms	Personal Computer
Melton Constable railway station	platforms	2
3D Bomb Alley	platforms	BBC Micro
3D Bomb Alley	platforms	Acorn Electron
3D Dotty	platforms	BBC Micro
3D Dotty	platforms	Acorn Electron
Rocky and Bullwinkle	platforms	Xbox 360
The Axys Adventures: Truth Seeker	platforms	Microsoft Windows
Nostradamus	platforms	Arcade Game
Walsall Wood railway station	platforms	2
